Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,86996,"Butalbital, aspirin, and caffeine","BUTALBITAL, ASPIRIN, AND CAFFEINE",20171129,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Platelet Aggregation Inhibitor,,A S MEDICATION SOLUTIONS,1985/10/11-,50090-1580,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE,ASPIRIN; BUTALBITAL; CAFFEINE,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9e0df960-8a30-40e6-a9af-a92b9f09b11b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9e0df960-8a30-40e6-a9af-a92b9f09b11b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9e0df960-8a30-40e6-a9af-a92b9f09b11b,9e0df960-8a30-40e6-a9af-a92b9f09b11b
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,86996,"Butalbital, aspirin, and caffeine","BUTALBITAL, ASPIRIN, AND CAFFEINE",20170407,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Platelet Aggregation Inhibitor,,LANNETT COMPANY INC,1985/10/11-,0527-1552,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE,ASPIRIN; BUTALBITAL; CAFFEINE,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ba60b130-33cd-4db9-92a7-2cab8ded0737/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ba60b130-33cd-4db9-92a7-2cab8ded0737,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ba60b130-33cd-4db9-92a7-2cab8ded0737,ba60b130-33cd-4db9-92a7-2cab8ded0737
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA authorized generic,17534,"Butalbital, Aspirin, and Caffeine","BUTALBITAL, ASPIRIN, AND CAFFEINE",20131223,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Platelet Aggregation Inhibitor,,AIDAREX PHARMACEUTICALS LLC,1976/05/04-,33261-922,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE,ASPIRIN; BUTALBITAL; CAFFEINE,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/166e131d-9c1a-461f-bf33-e45d4ec36ff2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=166e131d-9c1a-461f-bf33-e45d4ec36ff2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=166e131d-9c1a-461f-bf33-e45d4ec36ff2,166e131d-9c1a-461f-bf33-e45d4ec36ff2
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA authorized generic,17534,"BUTALBITAL, ASPIRIN, AND CAFFEINE","BUTALBITAL, ASPIRIN, AND CAFFEINE",20100922,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Platelet Aggregation Inhibitor,,STAT RX USA LLC,1976/05/04-,16590-911,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE,ASPIRIN; BUTALBITAL; CAFFEINE,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c69954d9-9b30-484f-8e4a-5b1fc7dd197d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c69954d9-9b30-484f-8e4a-5b1fc7dd197d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c69954d9-9b30-484f-8e4a-5b1fc7dd197d,c69954d9-9b30-484f-8e4a-5b1fc7dd197d
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,86231,"Butalbital, Aspirin, and Caffeine","BUTALBITAL, ASPIRIN, AND CAFFEINE",20100920,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Platelet Aggregation Inhibitor,,REBEL DISTRIBUTORS CORP,2003/09/18-,21695-139,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,aspirin; butalbital; caffeine,aspirin; butalbital; caffeine,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/aa9bfa49-c3b3-419d-a283-5ea0fd6fc3a0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aa9bfa49-c3b3-419d-a283-5ea0fd6fc3a0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=aa9bfa49-c3b3-419d-a283-5ea0fd6fc3a0,aa9bfa49-c3b3-419d-a283-5ea0fd6fc3a0
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,75231,Ascomp with Codeine,"BUTALBITAL, ASPIRIN, CAFEINE, AND CODEINE PHOSPHATE",20190905,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Opioid Agonist; Platelet Aggregation Inhibitor,1990,NEXGEN PHARMA INC,2001/11/30-,0722-6094,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE ANHYDROUS,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E; UX6OWY2V7J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ca3fe6e9-21ad-4fba-a602-e1c364cf3981/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ca3fe6e9-21ad-4fba-a602-e1c364cf3981,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ca3fe6e9-21ad-4fba-a602-e1c364cf3981,ca3fe6e9-21ad-4fba-a602-e1c364cf3981
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,75231,Ascomp with Codeine,"BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE",20190422,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Platelet Aggregation Inhibitor,1990,BRECKENRIDGE PHARMACEUTICAL INC,2009/05/01-,51991-074,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,Aspirin; Butalbital; Caffeine; Codeine Phosphate,Aspirin; Butalbital; Caffeine; Codeine Anhydrous,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E; UX6OWY2V7J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/243a6aea-0f48-42a9-a85e-ff247ab94336/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=243a6aea-0f48-42a9-a85e-ff247ab94336,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=243a6aea-0f48-42a9-a85e-ff247ab94336,243a6aea-0f48-42a9-a85e-ff247ab94336
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA authorized generic,19429,"Butalbital, Aspirin, Caffeine and Codeine Phosphate","BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE",20180913,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Opioid Agonist; Platelet Aggregation Inhibitor,1990,ACTAVIS PHARMA INC,2006/10/26-,0591-3546,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE ANHYDROUS,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E; UX6OWY2V7J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ad135f46-5490-40e9-9add-1a953c6d6a9d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ad135f46-5490-40e9-9add-1a953c6d6a9d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ad135f46-5490-40e9-9add-1a953c6d6a9d,ad135f46-5490-40e9-9add-1a953c6d6a9d
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,75231,"BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE","BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE",20171028,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Opioid Agonist; Platelet Aggregation Inhibitor,,BRYANT RANCH PREPACK,2009/05/01-,63629-2952,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE ANHYDROUS,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E; UX6OWY2V7J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/95a33c9b-79a6-47c7-8433-fc217950b88f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95a33c9b-79a6-47c7-8433-fc217950b88f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=95a33c9b-79a6-47c7-8433-fc217950b88f,95a33c9b-79a6-47c7-8433-fc217950b88f
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,74951,"Butalbital, Aspirin, Caffeine and Codeine Phosphate","BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE",20120504,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Opioid Agonist; Platelet Aggregation Inhibitor,,LANNETT COMPANY INC,1998/08/31-,0527-1312,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE ANHYDROUS,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E; UX6OWY2V7J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/04bddbc4-86c7-4bac-9327-010568020568/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=04bddbc4-86c7-4bac-9327-010568020568,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=04bddbc4-86c7-4bac-9327-010568020568,04bddbc4-86c7-4bac-9327-010568020568
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,74359,"Butalbital, Aspirin, Caffeine and Codeine Phosphate","BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE",20100629,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Platelet Aggregation Inhibitor,,PHYSICIANS TOTAL CARE INC,1998/06/02-,54868-1037,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE,3G6A5W338E; KHS0AZ4JVK; Q830PW7520; R16CO5Y76E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/787cda7d-7aa4-4909-8e5c-f2fcf68828e4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=787cda7d-7aa4-4909-8e5c-f2fcf68828e4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=787cda7d-7aa4-4909-8e5c-f2fcf68828e4,787cda7d-7aa4-4909-8e5c-f2fcf68828e4
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,,,"Butalbital, Aspirin, Caffeine and Codeine Phosphate","BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE",20071025,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Platelet Aggregation Inhibitor,,JEROME STEVENS PHARMACEUTICALS,,50564-507,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,Aspirin; Butalbital; Caffeine; Codeine Phosphate,Aspirin; Butalbital; Caffeine; Codeine,3G6A5W338E; KHS0AZ4JVK; Q830PW7520; R16CO5Y76E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c8b93fc1-472c-4890-8d02-2ee4f7175c22/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c8b93fc1-472c-4890-8d02-2ee4f7175c22,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c8b93fc1-472c-4890-8d02-2ee4f7175c22,c8b93fc1-472c-4890-8d02-2ee4f7175c22
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,203335,"Butalbital, Aspirin, Caffeine, and Codeine Phosphate","BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",20181227,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Opioid Agonist; Platelet Aggregation Inhibitor,1990,MAYNE PHARMA INC,2015/10/30-,68308-312,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,Aspirin; Butalbital; Caffeine; Codeine Phosphate,Aspirin; Butalbital; Caffeine; Codeine Anhydrous,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E; UX6OWY2V7J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3dd63865-af88-4cfe-a028-a21b3e65c25d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3dd63865-af88-4cfe-a028-a21b3e65c25d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3dd63865-af88-4cfe-a028-a21b3e65c25d,3dd63865-af88-4cfe-a028-a21b3e65c25d
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,19429,Fiorinal with Codeine,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",20180903,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Opioid Agonist; Platelet Aggregation Inhibitor,1990,ALLERGAN INC,1990/10/26-,0023-6010,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE ANHYDROUS,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E; UX6OWY2V7J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e6052c0f-5167-4a9e-8774-31d70b0a6bec/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e6052c0f-5167-4a9e-8774-31d70b0a6bec,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e6052c0f-5167-4a9e-8774-31d70b0a6bec,e6052c0f-5167-4a9e-8774-31d70b0a6bec
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,19429,Fiorinal with Codeine,"BUTALBITAL, ASPIRIN, CAFFEINE, AND CODEINE PHOSPHATE",20170821,Barbiturate; Central Nervous System Stimulant; Methylxanthine; Nonsteroidal Anti-inflammatory Drug; Opioid Agonist; Platelet Aggregation Inhibitor,1990,ACTAVIS PHARMA INC,completed:1990/10/26-2020/03/31,52544-956,3G6A5W338E; GSL05Y1MN6; KHS0AZ4JVK; R16CO5Y76E,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE ANHYDROUS,3G6A5W338E; KHS0AZ4JVK; R16CO5Y76E; UX6OWY2V7J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ace223cc-458e-4455-a64e-83e5cbf95f9a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ace223cc-458e-4455-a64e-83e5cbf95f9a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ace223cc-458e-4455-a64e-83e5cbf95f9a,ace223cc-458e-4455-a64e-83e5cbf95f9a
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,Unapproved drug other,,Caffeine and Sodium Benzoate,CAFFEINE AND SODIUM BENZOATE,20181219,Central Nervous System Stimulant; Methylxanthine,,AMERICAN REGENT INC,1993/02/01-,0517-2502,3G6A5W338E,CAFFEINE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b2c6b352-f837-4903-8e4c-fb0a2b20bb60/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b2c6b352-f837-4903-8e4c-fb0a2b20bb60,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b2c6b352-f837-4903-8e4c-fb0a2b20bb60,b2c6b352-f837-4903-8e4c-fb0a2b20bb60
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,77906,Caffeine Citrate,CAFFEINE CITRATE,20190522,Central Nervous System Stimulant; Methylxanthine,,AMERICAN REGENT INC,2007/09/10-,0517-0020,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d17e3be5-514f-454a-8347-d804cd5ec37f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d17e3be5-514f-454a-8347-d804cd5ec37f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d17e3be5-514f-454a-8347-d804cd5ec37f,d17e3be5-514f-454a-8347-d804cd5ec37f
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,ANDA,207400,CAFFEINE CITRATE,CAFFEINE CITRATE,20190304,Central Nervous System Stimulant; Methylxanthine,,MICRO LABS LIMITED,2017/12/30-,42571-244,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/279a43b8-9ff5-4792-ac19-441f3fa49269/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=279a43b8-9ff5-4792-ac19-441f3fa49269,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=279a43b8-9ff5-4792-ac19-441f3fa49269,279a43b8-9ff5-4792-ac19-441f3fa49269
HUMAN PRESCRIPTION DRUG LABEL,INJECTION; SOLUTION,INTRAVENOUS; ORAL,ANDA,090077;090357,Caffeine Citrate,CAFFEINE CITRATE,20190301,Central Nervous System Stimulant; Methylxanthine,,SUN PHARMACEUTICAL INDUSTRIES INC,2014/06/05-; completed:2014/06/02-2017/12/31,47335-289; 47335-290,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d06d3810-9923-4199-be5e-ee5ee086b0a4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d06d3810-9923-4199-be5e-ee5ee086b0a4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d06d3810-9923-4199-be5e-ee5ee086b0a4,d06d3810-9923-4199-be5e-ee5ee086b0a4
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,ANDA,78002,Caffeine Citrate,CAFFEINE CITRATE,20190228,Central Nervous System Stimulant; Methylxanthine,,FRESENIUS KABI USA LLC,2009/11/19-,63323-406,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b4fb7c77-1e82-48b7-83c5-dd04ec7c5c4e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b4fb7c77-1e82-48b7-83c5-dd04ec7c5c4e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b4fb7c77-1e82-48b7-83c5-dd04ec7c5c4e,b4fb7c77-1e82-48b7-83c5-dd04ec7c5c4e
HUMAN PRESCRIPTION DRUG LABEL,INJECTION; SOLUTION,INTRAVENOUS; ORAL,ANDA,090077;090357,Caffeine Citrate,CAFFEINE CITRATE,20190104,Central Nervous System Stimulant; Methylxanthine,,SUN PHARMACEUTICAL INDUSTRIES INC,2009/10/01-; completed:2009/10/01-2017/12/31,47335-289; 47335-290,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/cc632825-e0a4-4524-8d7d-ce926efab3d6/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cc632825-e0a4-4524-8d7d-ce926efab3d6,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cc632825-e0a4-4524-8d7d-ce926efab3d6,cc632825-e0a4-4524-8d7d-ce926efab3d6
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,20793,CAFCIT,CAFFEINE CITRATE,20181209,Central Nervous System Stimulant; Methylxanthine,,WEST WARD PHARMACEUTICALS CORP,2008/11/04-,0641-6164,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/21489401-f2a7-47d3-897a-4b7efa04dd7a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=21489401-f2a7-47d3-897a-4b7efa04dd7a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=21489401-f2a7-47d3-897a-4b7efa04dd7a,21489401-f2a7-47d3-897a-4b7efa04dd7a
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,77997,Caffeine Citrate,CAFFEINE CITRATE,20180731,Central Nervous System Stimulant; Methylxanthine,,FRESENIUS KABI USA LLC,2009/11/19-,63323-407,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/baf9f88a-776a-44e7-82cc-8f0ca419572f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=baf9f88a-776a-44e7-82cc-8f0ca419572f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=baf9f88a-776a-44e7-82cc-8f0ca419572f,baf9f88a-776a-44e7-82cc-8f0ca419572f
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,205013,Caffeine Citrate,CAFFEINE CITRATE,20171016,Central Nervous System Stimulant; Methylxanthine,,AUROMEDICS PHARMA LLC,2015/09/22-,55150-187,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8ef448ca-5549-4272-a6b4-5c4f57653c4c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8ef448ca-5549-4272-a6b4-5c4f57653c4c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8ef448ca-5549-4272-a6b4-5c4f57653c4c,8ef448ca-5549-4272-a6b4-5c4f57653c4c
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,77997,Caffeine Citrate,CAFFEINE CITRATE,20170815,Central Nervous System Stimulant; Methylxanthine,,FRESENIUS KABI USA LLC,2009/11/19-,63323-407,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/38b39044-737a-4247-a6c4-c86f5e92490e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=38b39044-737a-4247-a6c4-c86f5e92490e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=38b39044-737a-4247-a6c4-c86f5e92490e,38b39044-737a-4247-a6c4-c86f5e92490e
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,ANDA,77304,caffeine citrate,CAFFEINE CITRATE,20150909,Central Nervous System Stimulant; Methylxanthine,,EXELA PHARMA SCIENCES LLC,2006/09/21-,51754-0503,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/bd6ac18d-c65c-42bc-a3ca-7a428c13aae7/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bd6ac18d-c65c-42bc-a3ca-7a428c13aae7,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bd6ac18d-c65c-42bc-a3ca-7a428c13aae7,bd6ac18d-c65c-42bc-a3ca-7a428c13aae7
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,77233,caffeine citrate,CAFFEINE CITRATE,20150909,Central Nervous System Stimulant; Methylxanthine,,EXELA PHARMA SCIENCES LLC,2006/09/21-,51754-0502,U26EO4675Q,CAFFEINE CITRATE,CAFFEINE,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6de25a89-23b3-41e3-91aa-d86ca83686d4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6de25a89-23b3-41e3-91aa-d86ca83686d4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6de25a89-23b3-41e3-91aa-d86ca83686d4,6de25a89-23b3-41e3-91aa-d86ca83686d4
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,ANDA,77304,caffeine citrate,CAFFEINE CITRATE,20150326,Central Nervous System Stimulant; Methylxanthine,,EXELA PHARMA SCIENCES LLC,2006/09/21-,51754-0501,U26EO4675Q,Caffeine Citrate,Caffeine,3G6A5W338E,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5d05ebf4-fd27-3bd1-5634-b41e33abc41f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5d05ebf4-fd27-3bd1-5634-b41e33abc41f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5d05ebf4-fd27-3bd1-5634-b41e33abc41f,5d05ebf4-fd27-3bd1-5634-b41e33abc41f
