dosageforms,routesofadministration,marketingcategory,applicationnumbers,tradename,genericpropernames,mostrecentspldateyyyymmdd,establishedpharmacologicclasses,initialusapproval,company,marketingdatesyyyymmdd,marketyear,ndcs,activeingredientuniis,activeingredients,activemoietynames,activemoietyuniis,fdalabellink,dailymedlink,setid,excipients,type
"TABLET, FILM COATED",ORAL,ANDA,40590,ergotamine tartrate and caffeine,ERGOTAMINE TARTRATE AND CAFFEINE,20150831,Central Nervous System Stimulant; Ergotamine Derivative; Methylxanthine,,MIKART INC,2005/09/16-,2005,46672-198,3G6A5W338E; MRU5XH3B48,CAFFEINE; ERGOTAMINE TARTRATE,CAFFEINE; ERGOTAMINE,3G6A5W338E; PR834Q503T,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6a105e44-b558-45c1-9c91-fe1f3dfc5bd5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6a105e44-b558-45c1-9c91-fe1f3dfc5bd5,6a105e44-b558-45c1-9c91-fe1f3dfc5bd5,"colloidal silicon dioxide, magnesium stearate, microcrystalline cellulose, povidone,, pregelatinized starch; the 5 mg, 7",Stimulants
"TABLET, FILM COATED",ORAL,ANDA,40510,ERGOTAMINE,ERGOTAMINE TARTRATE AND CAFFEINE,20130410,Central Nervous System Stimulant; Ergotamine Derivative; Methylxanthine,,WEST WARD PHARMACEUTICAL CORP,2004/09/17-,2004,0143-2120,3G6A5W338E; MRU5XH3B48,CAFFEINE; ERGOTAMINE TARTRATE,CAFFEINE; ERGOTAMINE,3G6A5W338E; PR834Q503T,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/19479eeb-f507-48a8-bca3-c9cc0a0f6021/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=19479eeb-f507-48a8-bca3-c9cc0a0f6021,19479eeb-f507-48a8-bca3-c9cc0a0f6021,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, povidone, microcrystalline cellulose, pregelatinized corn starch, stearic acid",Stimulants
"TABLET, FILM COATED",ORAL,ANDA,84294,Cafergot,ERGOTAMINE TARTRATE AND CAFFEINE,20120514,Central Nervous System Stimulant; Ergotamine Derivative; Methylxanthine,,SANDOZ INC,1982/01/01-,1982,0781-5405,3G6A5W338E; MRU5XH3B48,CAFFEINE; ERGOTAMINE TARTRATE,CAFFEINE; ERGOTAMINE,3G6A5W338E; PR834Q503T,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b4a06de6-f837-43a8-ae7a-aadb38dd2a7d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b4a06de6-f837-43a8-ae7a-aadb38dd2a7d,b4a06de6-f837-43a8-ae7a-aadb38dd2a7d,"corn starch, lactose monohydrate, stearic acid, talcthis medication guide has been approved by the u",Stimulants
"CAPSULE; TABLET, CHEWABLE",ORAL,NDA,021977;208510,Vyvanse,LISDEXAMFETAMINE DIMESYLATE,20180119,Central Nervous System Stimulant,2007,SHIRE LLC,2007/02/23-; 2007/12/10-; 2014/08/30-; 2017/01/28-,2007,59417-101; 59417-102; 59417-103; 59417-104; 59417-105; 59417-106; 59417-107; 59417-115; 59417-116; 59417-117; 59417-118; 59417-119; 59417-120,SJT761GEGS,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,H645GUL8KJ,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/704e4378-ca83-445c-8b45-3cfa51c1ecad/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=704e4378-ca83-445c-8b45-3cfa51c1ecad,704e4378-ca83-445c-8b45-3cfa51c1ecad,"methylphenidate hydrochloride tablets, , 5 mg, 10 mg, 20 mg contain: lactose monohydrate, microcrystalline cellulose, stearic acid 50, fd& c yellow no 6 aluminum lake (5 mg tablet), fd& c blue no 1 aluminum lake (10 mg tablet)",Stimulants
CAPSULE,ORAL,NDA,21977,Vyvanse,LISDEXAMFETAMINE DIMESYLATE,20120113,Central Nervous System Stimulant,2007,PHYSICIANS TOTAL CARE INC,2008/07/11-; 2009/03/20-; 2010/03/04-,2008,54868-3655; 54868-5827; 54868-5916; 54868-6009,SJT761GEGS,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,H645GUL8KJ,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a310fc51-2743-4755-8398-fed5402283f6/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a310fc51-2743-4755-8398-fed5402283f6,a310fc51-2743-4755-8398-fed5402283f6,"butylated hydroxytoluene, carnauba wax, cellulose acetate, hypromellose, lactose, phosphoric acid, poloxamer, polyethylene glycol, polyethylene oxides, povidone, propylene glycol, sodium chloride, stearic acid, succinic acid, synthetic iron oxides, titanium dioxide,, triacetin",Stimulants
TABLET,ORAL,ANDA,91189,Methamphetamine Hydrochloride,METHAMPHETAMINE HYDROCHLORIDE,20190815,Amphetamine Anorectic; Central Nervous System Stimulant,,MAYNE PHARMA INC,2010/04/26-,2010,68308-115,997F43Z9CV,METHAMPHETAMINE HYDROCHLORIDE,Methamphetamine,44RAL3456C,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f31f580f-1f08-4a0f-b078-0b9e3308f712/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f31f580f-1f08-4a0f-b078-0b9e3308f712,f31f580f-1f08-4a0f-b078-0b9e3308f712,"anhydrous citric acid, bubblegum flavor, glycerin, methylparaben, modified food starch, polysorbate 80, povidone, polyvinyl acetate, propylparaben, sodium lauryl sulfate, sodium polystyrene sulfonate, sucralose, triacetin, xanthan gum",Stimulants
TABLET,ORAL,NDA,5378,Desoxyn,METHAMPHETAMINE HYDROCHLORIDE,20190423,Amphetamine Anorectic; Central Nervous System Stimulant,,RECORDATI RARE DISEASES INC,1943/12/31-; 1943/12/31-2017/08/19,1943,55292-102; 55292-104,997F43Z9CV,METHAMPHETAMINE HYDROCHLORIDE,METHAMPHETAMINE,44RAL3456C,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f03a68d5-ed00-8a2d-af68-28be909ea85f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f03a68d5-ed00-8a2d-af68-28be909ea85f,f03a68d5-ed00-8a2d-af68-28be909ea85f,"cetyl alcohol, ethylcellulose, anhydrous lactose, magnesium stearate",Stimulants
TABLET,ORAL,ANDA,203846,Methamphetamine Hydrochloride,METHAMPHETAMINE HYDROCHLORIDE,20170801,Amphetamine Anorectic; Central Nervous System Stimulant,,WEST WARD PHARMACEUTICALS CORP,2016/12/06-,2016,0054-0389,997F43Z9CV,METHAMPHETAMINE HYDROCHLORIDE,METHAMPHETAMINE,44RAL3456C,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/90c02ac6-e5e2-4c97-8c68-81e4e389a195/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=90c02ac6-e5e2-4c97-8c68-81e4e389a195,90c02ac6-e5e2-4c97-8c68-81e4e389a195,"sugar spheres, povidone, hydroxypropylmethylcellulose, polyethylene glycol, ethylcellulose aqueous dispersion, dibutyl sebacate, gelatin, titanium dioxide",Stimulants
"CAPSULE, EXTENDED RELEASE",ORAL,NDA authorized generic,21284,Methylphenidate,METHYLPHENIDATE,20190117,Central Nervous System Stimulant,1955,SANDOZ INC,2015/11/24-,2015,0781-2361; 0781-2362; 0781-2363; 0781-2364,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1f8983ce-71b8-4c62-830d-e4692ddededa/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1f8983ce-71b8-4c62-830d-e4692ddededa,1f8983ce-71b8-4c62-830d-e4692ddededa,,Stimulants
PATCH,TRANSDERMAL,NDA,21514,Daytrana,METHYLPHENIDATE,20181102,Central Nervous System Stimulant,2006,NOVEN THERAPEUTICS LLC,2006/04/06-,2006,68968-5552; 68968-5553; 68968-5554; 68968-5555,207ZZ9QZ49,METHYLPHENIDATE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2c312c31-3198-4775-91ab-294e0b4b9e7f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2c312c31-3198-4775-91ab-294e0b4b9e7f,2c312c31-3198-4775-91ab-294e0b4b9e7f,fd&c blue no,Stimulants
"TABLET, ORALLY DISINTEGRATING",ORAL,NDA,205489,Cotempla XR-ODT,METHYLPHENIDATE,20170628,Central Nervous System Stimulant,1955,NEOS THERAPEUTICS LP,2016/06/20-,2016,70165-100; 70165-200; 70165-300,207ZZ9QZ49,Methylphenidate,Methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/33f70f58-c871-42c8-8adb-345caeafefcd/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=33f70f58-c871-42c8-8adb-345caeafefcd,33f70f58-c871-42c8-8adb-345caeafefcd,"citric acid, ethyl maltol, liquid glucose, glycerin, methylparaben, propylene glycol, propylparaben, purified water, saccharin sodium, sorbitol solution, sucrose, with fd&c yellow #6 as coloring,, natural artificial flavoring",Stimulants
"TABLET, EXTENDED RELEASE",ORAL,NDA,21121,CONCERTA,METHYLPHENIDATE HYDROCHLORIDE,20190815,Central Nervous System Stimulant,2000,JANSSEN PHARMACEUTICALS INC,2000/08/01-,2000,50458-585; 50458-586; 50458-587; 50458-588,4B3SC438HI,Methylphenidate hydrochloride,Methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1a88218c-5b18-4220-8f56-526de1a276cd/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1a88218c-5b18-4220-8f56-526de1a276cd,1a88218c-5b18-4220-8f56-526de1a276cd,"colloidal silicon dioxide, croscarmellose sodium, fd&c blue no",Stimulants
"TABLET, EXTENDED RELEASE",ORAL,ANDA,204772,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,20190814,Central Nervous System Stimulant,,ALVOGEN INC,2017/10/20-,2017,47781-540; 47781-541,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE; methylphenidate hydrochloride,METHYLPHENIDATE; methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5ae0ac6f-7ea6-af8c-a697-4a68b38b3181/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ae0ac6f-7ea6-af8c-a697-4a68b38b3181,5ae0ac6f-7ea6-af8c-a697-4a68b38b3181,"colloidal silicon dioxide, magnesium stearate, pregelatinized starch",Stimulants
SOLUTION,ORAL,ANDA,91601,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20190802,Central Nervous System Stimulant,,TRIS PHARMA INC,2015/03/04-,2015,27808-058; 27808-059,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e817377f-bc72-415a-acd2-7136746b2479/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e817377f-bc72-415a-acd2-7136746b2479,e817377f-bc72-415a-acd2-7136746b2479,,Stimulants
"CAPSULE, EXTENDED RELEASE",ORAL,ANDA,205105,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20190618,Central Nervous System Stimulant,,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,2016/09/20-,2016,0115-1736; 0115-1737; 0115-1738; 0115-1739; 0115-1740; 0115-1741,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/10aa0dc0-bd0e-4927-a19a-8722d78ad67d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=10aa0dc0-bd0e-4927-a19a-8722d78ad67d,10aa0dc0-bd0e-4927-a19a-8722d78ad67d," colloidal silicon dioxide, croscarmellose sodium, fd&c blue no",Stimulants
"TABLET, CHEWABLE",ORAL,ANDA,204115,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20190611,Central Nervous System Stimulant,,LUPIN PHARMACEUTICALS INC,2015/04/06-,2015,43386-570; 43386-571; 43386-572,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5bfe50ed-171f-4c40-bc0b-20c68e8e2025/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5bfe50ed-171f-4c40-bc0b-20c68e8e2025,5bfe50ed-171f-4c40-bc0b-20c68e8e2025,"colloidal silicon dioxide, croscarmellose sodium, fd&c blue no",Stimulants
TABLET,ORAL,ANDA,207416,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,20190524,Central Nervous System Stimulant,1955,CAMBER PHARMACEUTICAL INC,2015/10/01-,2015,31722-173; 31722-174; 31722-175,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/778190da-1528-4def-94bf-ee23ee5268a5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=778190da-1528-4def-94bf-ee23ee5268a5,778190da-1528-4def-94bf-ee23ee5268a5,"lactose monohydrate, magnesium stearate, microcrystalline cellulose, sodium starch glycolate,, fd&c blue no",Stimulants
TABLET,ORAL,NDA authorized generic,21121,methylphenidate hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20190516,Central Nervous System Stimulant,2000,ACTAVIS PHARMA INC,2011/04/01-2021/09/30,2011,0591-2715; 0591-2716; 0591-2717; 0591-2718,4B3SC438HI,methylphenidate hydrochloride,methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/038ae416-4bd5-411b-bd28-d4f0af5c2ab7/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=038ae416-4bd5-411b-bd28-d4f0af5c2ab7,038ae416-4bd5-411b-bd28-d4f0af5c2ab7,,Stimulants
TABLET,ORAL,NDA,10187,Ritalin,METHYLPHENIDATE HYDROCHLORIDE,20190516,Central Nervous System Stimulant,1955,NOVARTIS PHARMACEUTICALS CORPORATION,1955/12/31-,1955,0078-0439; 0078-0440; 0078-0441,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c0bf0835-6a2f-4067-a158-8b86c4b0668a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c0bf0835-6a2f-4067-a158-8b86c4b0668a,c0bf0835-6a2f-4067-a158-8b86c4b0668a,"ammonio methacrylate copolymer, black iron oxide, d&c yellow #10 aluminum lake, fd&c blue #1 aluminum lake, fd&c blue #2 aluminum lake, fd&c red #40 aluminum lake, gelatin, hypromellose, methacrylic acid copolymer, polyethylene glycol, propylene glycol, shellac glaze (modified), sugar spheres, talc, titanium dioxide, triethyl citrate",Stimulants
TABLET,ORAL,ANDA,40300,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20190513,Central Nervous System Stimulant,,AMERICAN HEALTH PACKAGING,2014/07/31-; 2014/07/31-2018/09/30,2014,68084-805; 68084-823; 68084-860,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/eb9b7377-d918-43fb-8e82-d14c85ed64a8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eb9b7377-d918-43fb-8e82-d14c85ed64a8,eb9b7377-d918-43fb-8e82-d14c85ed64a8,"cetyl alcohol, corn starch, d&c yellow #10 aluminum lake, dibutyl sebacate, ethylcellulose, fd&c blue #1 aluminum lake, fd&c blue #2 aluminum lake, fd&c red #40 aluminum lake, gelatin, hypromellose, iron oxide black, propylene glycol, shellac glaze, sodium lauryl sulfate, sucrose,, titanium dioxide",Stimulants
"TABLET; TABLET, FILM COATED, EXTENDED RELEASE",ORAL,NDA authorized generic,010187;018029,Methylphenidate Hydrochloride; Methylphenidate Hydrochloride SR,METHYLPHENIDATE HYDROCHLORIDE,20190227,Central Nervous System Stimulant,,SANDOZ INC,1955/12/31-2021/02/28; completed:1955/12/31-2022/05/31; completed:1982/03/31-2017/04/30,1955,0781-5748; 0781-5749; 0781-5753; 0781-5754,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4e50d72b-9437-4a23-b2f3-f7a43ad3934e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4e50d72b-9437-4a23-b2f3-f7a43ad3934e,4e50d72b-9437-4a23-b2f3-f7a43ad3934e,"crospovidone, magnesium stearate, povidone, pregelatinized starch, stearic acid",Stimulants
"CAPSULE, EXTENDED RELEASE",ORAL,NDA,21284,Ritalin LA,METHYLPHENIDATE HYDROCHLORIDE,20190131,Central Nervous System Stimulant,1955,NOVARTIS PHARMACEUTICALS CORPORATION,2002/06/05-,2002,0078-0370; 0078-0371; 0078-0372; 0078-0424,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/effd952d-ac94-47bb-b107-589a4934dcca/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=effd952d-ac94-47bb-b107-589a4934dcca,effd952d-ac94-47bb-b107-589a4934dcca,"crospovidone, magnesium stearate, povidone, pregelatinized starch, stearic acid",Stimulants
TABLET,ORAL,ANDA,90710,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20190129,Central Nervous System Stimulant,1955,SUN PHARMACEUTICAL INDUSTRIES INC,2013/08/16-,2013,57664-228; 57664-229; 57664-230,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1a89b390-0cd5-45cb-9e70-20de44652c56/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1a89b390-0cd5-45cb-9e70-20de44652c56,1a89b390-0cd5-45cb-9e70-20de44652c56,"colloidal silicon dioxide, compressible sugar, d&c yellow #10, lactose monohydrate, magnesium stearate,, microcrystalline cellulose",Stimulants
SOLUTION,ORAL,ANDA,207485,Methylphenidate,METHYLPHENIDATE HYDROCHLORIDE,20181219,Central Nervous System Stimulant,,KVK TECH INC,2016/11/21-,2016,10702-163; 10702-164,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2cf1b26b-199d-4c7f-ab64-4805a9def2cc/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2cf1b26b-199d-4c7f-ab64-4805a9def2cc,2cf1b26b-199d-4c7f-ab64-4805a9def2cc,"the following inactive ingredients are common to all strengths: butylated hydroxytoluene, cellulose acetate, colloidal silicon dioxide, fd&c blue no",Stimulants
TABLET,ORAL,ANDA,206932,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20181219,Central Nervous System Stimulant,,KVK TECH INC,2017/05/11-,2017,10702-100; 10702-101; 10702-102,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1bf37f9f-29cf-4b09-9c81-eb369e35a042/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1bf37f9f-29cf-4b09-9c81-eb369e35a042,1bf37f9f-29cf-4b09-9c81-eb369e35a042," colloidal silicon dioxide, croscarmellose sodium, fd&c blue no",Stimulants
SOLUTION,ORAL,ANDA,201466,methylphenidate hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20181213,Central Nervous System Stimulant,,BRECKENRIDGE PHARMACEUTICAL INC,2017/11/01-,2017,51991-611; 51991-612,4B3SC438HI,methylphenidate hydrochloride,methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e0a3cc3c-db6f-4693-9ad5-2b719b62fd92/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e0a3cc3c-db6f-4693-9ad5-2b719b62fd92,e0a3cc3c-db6f-4693-9ad5-2b719b62fd92,"methacrylic acid copolymer, amino methacrylate copolymer, triethyl citrate, talc, sugar spheres, polyethylene glycol, gelatin titanium dioxide, black ink",Stimulants
SOLUTION,ORAL,NDA,21419,Methylin,METHYLPHENIDATE HYDROCHLORIDE,20181206,Central Nervous System Stimulant,,SHIONOGI INC,2010/11/01-,2010,59630-750; 59630-755,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9e3c22d9-71d9-46a7-b315-8021c94c4bec/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9e3c22d9-71d9-46a7-b315-8021c94c4bec,9e3c22d9-71d9-46a7-b315-8021c94c4bec,"ammonio methacrylate copolymer type b, gelatin, hypromellose, methacrylic acid copolymer type a, sodium lauryl sulfate, sugar spheres (which contains corn starch, sucrose), talc, titanium dioxide triethyl citrate",Stimulants
"CAPSULE, EXTENDED RELEASE",ORAL,ANDA,205105,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20181127,Central Nervous System Stimulant,,COREPHARMA LLC,2016/09/20-2019/10/01; completed:2016/09/20-2019/11/01; completed:2016/09/20-2019/12/01,2016,64720-401; 64720-402; 64720-403; 64720-404; 64720-405; 64720-406,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/bce4cf37-d6a3-4203-b45d-6d1c35510eec/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bce4cf37-d6a3-4203-b45d-6d1c35510eec,bce4cf37-d6a3-4203-b45d-6d1c35510eec,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, microcrystalline cellulose, povidone, pregelatinized corn starch, stearic acid",Stimulants
"TABLET, CHEWABLE",ORAL,ANDA,210354,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20181123,Central Nervous System Stimulant,,CAMBER PHARMACEUTICALS INC,2018/03/01-,2018,31722-926; 31722-927; 31722-928,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/bb73cd3e-aa7c-4f7e-826d-75e71fb6d1e0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bb73cd3e-aa7c-4f7e-826d-75e71fb6d1e0,bb73cd3e-aa7c-4f7e-826d-75e71fb6d1e0,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, microcrystalline cellulose, povidone, pregelatinized corn starch, stearic acid",Stimulants
SOLUTION,ORAL,NDA authorized generic,21419,Methylphenidate HCl Oral Solution,METHYLPHENIDATE HYDROCHLORIDE,20181105,Central Nervous System Stimulant,,SPECGX LLC,2013/08/01-,2013,0406-3005; 0406-3010,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7b372d74-7ba7-437a-be8c-6e8335b78818/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b372d74-7ba7-437a-be8c-6e8335b78818,7b372d74-7ba7-437a-be8c-6e8335b78818,"lactose monohydrate, microcrystalline cellulose, sodium starch glycolate, pregelatinized starch, magnesium stearate,, fd&c blue no",Stimulants
"TABLET, EXTENDED RELEASE",ORAL,ANDA,205327,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20181024,Central Nervous System Stimulant,2000,TRIGEN LABORATORIES LLC,2017/08/14-; 2017/12/29-,2017,13811-706; 13811-707; 13811-708; 13811-709; 13811-710,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c45dc1de-adfa-4b3c-a7dc-cffbc8eac74f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c45dc1de-adfa-4b3c-a7dc-cffbc8eac74f,c45dc1de-adfa-4b3c-a7dc-cffbc8eac74f,"acetyltributyl citrate, ethylcellulose, gelatin, hypromellose, hypromellose acetate succinate, sugar spheres (which contain sucrose, starch) talc",Stimulants
TABLET,ORAL,ANDA,209753,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,20181012,Central Nervous System Stimulant,,BIONPHARMA INC,2018/03/21-,2018,69452-165; 69452-166; 69452-167,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3fe86f60-9a58-43d6-b955-c698ddcc95d0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3fe86f60-9a58-43d6-b955-c698ddcc95d0,3fe86f60-9a58-43d6-b955-c698ddcc95d0,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, microcrystalline cellulose, povidone, pregelatinized corn starch, stearic acid",Stimulants
TABLET,ORAL,NDA authorized generic,21121,methylphenidate hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20180914,Central Nervous System Stimulant,2000,AMERICAN HEALTH PACKAGING,2014/08/21-; 2016/05/12-2017/10/31,2014,68084-816; 68084-829; 68084-833; 68084-890,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/15b53374-8d97-496b-9561-1f4f3568926b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=15b53374-8d97-496b-9561-1f4f3568926b,15b53374-8d97-496b-9561-1f4f3568926b,"colloidal silicon dioxide, ethylcellulose, fumaric acid, hypromellose, mannitol, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, sodium chloride, stearic acid, talc, titanium dioxide, triethyl citrate",Stimulants
